id,label,statement,subject,speaker,job_title,state_info,party,barely_true_counts,false_counts,half_true_counts,mostly_true_counts,pants_on_fire_counts,context,split,label_clean
2408.json,barely-true,Tom Barrett voted for the largest tax increase in history ... raising taxes on gas and Social Security.,"federal-budget,message-machine,taxes",republican-governors-association,,"Washington, D.C.",republican,5,1,6,4,2,a series of campaign TV ads,train,barely-true
399.json,mostly-true,"McCain and Bush are millionaires who are ""for tax cuts for millionaires.""",taxes,campaign-defend-america,,"Washington, D.C.",none,0,1,0,2,0,a television ad,valid,mostly-true
7549.json,pants-fire,Q: What do these Patriotic Americans have in common? A: They are all Draft Dodgers.,"military,patriotism",liberals-are-cool,,,democrat,0,0,0,0,1,an Internet meme,train,pants-fire
6741.json,false,"Bill Nelson voted for a ban on millions of commonly owned firearms, which included many popular hunting and target rifles.",guns,national-rifle-association,,,none,3,5,1,5,3,on NRA ILA's website,train,false
8971.json,pants-fire,"Says Nancy Pelosi said, Waiting long hours in the emergency room will allow you to make new friends!",health-care,facebook-posts,Social media posting,,none,14,18,15,11,36,Facebook posts,train,pants-fire
3731.json,true,"The Border Patrol has 20,000 agents more than twice as many as there were in 2004.",immigration,barack-obama,President,Illinois,democrat,70,71,160,163,9,a speech in El Paso,test,true
8621.json,true,"We, the bishops of the United States -- can you believe it -- in 1919 came out for more affordable, more comprehensive, more universal health care.","health-care,religion,sexuality",timothy-dolan,Cardinal,New York,none,0,0,0,0,0,"an interview on NBC's ""Meet the Press""",train,true
11316.json,barely-true,"One of the Planned Parenthood videos shows a fully formed fetus on the table, its heart beating, its legs kicking, while someone says, We have to keep it alive to harvest its brain.","abortion,debates",carly-fiorina,,California,republican,5,5,4,3,2,the CNN debate,train,barely-true
11937.json,barely-true,Blocking a U.S. Supreme Court nomination during the remaining months of President Obamas term would leave the nations highest court with an unprecedented year-long vacancy.,"congress,supreme-court",new-hampshire-democratic-party,,New Hampshire,democrat,4,0,3,3,0,a press release,train,barely-true
5156.json,true,Says she got unions to agree to about $10 million in reduction of salaries and health benefits while serving as Dane County executive in Wisconsin.,"county-budget,county-government,labor,unions",kathleen-falk,,,democrat,1,3,3,1,0,a TV interview,train,true
12209.json,false,"For the votes that we got, I think we spent, on average, two bucks a pop. Compared to 42 bucks for incumbent Milwaukee County Executive Chris Abele.",campaign-finance,chris-larson,Wisconsin Senate Minority Leader,Wisconsin,democrat,6,5,0,1,1,a press release,train,false
12526.json,mostly-true,"Says if you try to hide marijuana in a hemp field, it becomes worthless. The THC goes away.","drugs,government-regulation,marijuana,market-regulation,science",larry-yarborough,N.C. Representative,North Carolina,republican,0,0,0,1,0,a meeting in the legislature about hemp regulations,test,mostly-true
10993.json,half-true,ISIS reaches about 100 million people a day through social media.,"iraq,terrorism",stanley-mcchrystal,Retired U.S. Army general,,none,0,0,1,0,0,comments on the Hugh Hewitt radio show,train,half-true
3932.json,mostly-true,Says George LeMieux falsely attacked Marco Rubio.,candidates-biography,adam-hasner,,Florida,republican,2,1,4,4,0,an Internet ad,train,mostly-true
10922.json,mostly-true,"In New Jersey, Gov. Christie vetoed legislation to extend early voting.",elections,hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,a speech,train,mostly-true
4536.json,half-true,"When it comes to being effective at creating jobs (Chris Christie has not had) a record of governing for effectiveness. ... Last year, New Jersey created no net new jobs.","jobs,states",martin-omalley,Maryland governor,Maryland,democrat,3,1,10,4,0,"an interview on CBS's ""Face the Nation""",train,half-true
9818.json,barely-true,Points of Light is the worlds largest volunteer organization.,job-accomplishments,michelle-nunn,"Chief Executive Officer, Points of Light Foundation",Georgia,democrat,3,0,1,2,0,television ad,test,barely-true
9354.json,false,"Congress has cut funding, has slashed funding, for veterans benefits over these last years.","federal-budget,health-care,veterans",katrina-vanden-heuvel,,,none,0,2,1,0,0,"a discussion on CBS' ""Face the Nation""",train,false
6869.json,half-true,President Barack Obamas spending drove us $5 trillion deeper in debt.,"debt,deficit,economy,federal-budget,message-machine-2012",american-crossroads,,,republican,5,5,4,0,0,a campaign commercial,train,half-true
11757.json,mostly-true,We have the lowest percentage of Americans working today of any year since 1977.,"economy,jobs",ted-cruz,Senator,Texas,republican,36,33,15,19,8,the Fox Business Network debate,train,mostly-true
3846.json,pants-fire,"The Central Falls School system spent $100,000 on a time clock.","city-budget,education,government-efficiency",john-tassoni-jr,President of The Sentinel Group,Rhode Island,democrat,0,0,0,0,1,a news release,train,pants-fire
2839.json,false,The economic impact of Atlantas 2000 Super Bowl was $292 million.,economy,atlanta-sports-council,,,none,0,1,0,0,0,a study,train,false
9926.json,pants-fire,Recently Rick Scott closed 30 womens health care centers across the state.,"health-care,state-budget,women",lois-frankel,,Florida,democrat,2,0,0,0,1,a fundraising email ,train,pants-fire
922.json,barely-true,The (economic stimulus) legislation could open billions of taxpayer dollars to left-wing groups like the Association of Community Organizations for Reform Now (ACORN).,economy,john-boehner,Speaker of the House of Representatives,Ohio,republican,13,22,11,4,2,a news release,train,barely-true
7725.json,false,"Says that in 2007, Oregon ranked 25th -- or 7th from the bottom -- in percentage of children with untreated decay compared to 32 other states with similar data.","children,public-health",oregon-health-authority,,,none,0,1,0,0,0,a draft report,train,false
2357.json,false,Says Mark Neumann = Nancy Pelosi,"federal-budget,infrastructure,message-machine,transportation,voting-record",scott-walker,Milwaukee County Executive,Wisconsin,republican,26,41,32,40,11,campaign TV and radio ads,test,false
7270.json,false,The average age of first marijuana use is 12.,"drugs,government-regulation,health-care,legal-issues,marijuana,market-regulation,states",protect-families-first,,Rhode Island,organization,0,1,0,0,0, a news release,train,false
8781.json,pants-fire,"The average rate of fraud in the Earned Income Tax Credit, Medicare, Medicaid and food stamps programs is 20 to 25 percent.","crime,federal-budget,government-efficiency,medicaid,medicare,taxes,welfare",ron-johnson,,Wisconsin,republican,14,6,10,10,1,a speech,train,pants-fire
8528.json,true,Finance experts estimate that paying in cash for the $2.5 billion in projects funded by the sales tax saved Gwinnett County more than $1 billion in interest payments.,"county-budget,taxes",charlotte-nash,,Georgia,republican,1,0,1,2,0,an interview,train,true
10658.json,false,Say Michelle Obama mandates weighing children in day care.,"children,corrections-and-updates,food-safety,government-regulation,public-health",blog-posting,,,none,7,19,3,5,44,posts on social media,valid,false
13365.json,half-true,Weve spent $6 trillion on the wars in the Middle East.,"federal-budget,military",donald-trump,President-Elect,New York,republican,63,114,51,37,61,"a rally in Charlotte, N.C.",train,half-true
10530.json,half-true,"200,000 students attempt suicide every year on college campuses.","education,guns,health-care,public-health",marjorie-sanfilippo,Eckerd College psychology professor,Florida,none,0,0,1,0,0,a Florida Senate criminal justice committee hearing,train,half-true
3096.json,true,New England already has access to ample supplies of natural gas.,"energy,environment",jack-reed,U.S. Senator,Rhode Island,democrat,1,0,2,1,0,a letter to a Senate committee,train,true
9771.json,half-true,"Says Rick Scott took $200,000 in campaign contributions from a company that profited off pollution.","climate-change,energy,environment,message-machine-2014",nextgen-climate,,,organization,0,0,3,0,0,TV ad,test,half-true
6196.json,barely-true,Tim Kaine made Virginia the best state for business four years in a row.,job-accomplishments,majority-pac,,,democrat,1,0,1,0,0,a TV ad.,train,barely-true
510.json,pants-fire,Fidel Castro endorses Obama.,foreign-policy,republican-party-florida,,,republican,10,6,6,6,4,an e-mail.,valid,pants-fire
4514.json,mostly-true,"Says that illegal immigrants get a $100,000 break on University of Texas tuition over four years.","education,state-budget,state-finances",mitt-romney,Former governor,Massachusetts,republican,34,32,58,33,19,a Republican presidential debate in Orlando.,train,mostly-true
4994.json,half-true,I never lobbied under any circumstance for Freddie Mac.,"campaign-finance,ethics",newt-gingrich,"Co-host on CNN's ""Crossfire""",Georgia,republican,16,15,20,10,11,a debate in Iowa,test,half-true
2534.json,false,"In most Muslim countries, We cant have a church. Were not able to build synagogues. Its forbidden.","foreign-policy,religion,abc-news-week",franklin-graham,,,none,1,1,0,0,0,"ABC's ""This Week""",train,false
9648.json,mostly-true,Weve recovered (from the recession) faster and come farther than almost any other advanced country on Earth.,economy,barack-obama,President,Illinois,democrat,70,71,160,163,9,a speech in Delaware,train,mostly-true
10655.json,barely-true,Today roughly half of born-again Christians arent voting. Theyre staying home.,"corrections-and-updates,elections,religion",ted-cruz,Senator,Texas,republican,36,33,15,19,8,,train,barely-true
11059.json,false,We dont have a (military) reserve force if something happens.,"immigration,military",joe-theismann,,Virginia,none,0,1,0,0,0,"a discussion on ""Outnumbered""",train,false
3285.json,barely-true,"When it comes to urgency on passing a budget repair bill, theres no rush on this thing because the fiscal year doesnt end until June 30, 2011.","labor,state-budget",jon-erpenbach,"State Senator, District 27",Wisconsin,democrat,3,0,0,1,0,a television interview,valid,barely-true
4843.json,half-true,"In Rhode Island, only 5 percent of ozone pollution is from local or in-state sources. . . Ninety-five percent comes from outside of our borders, particularly the Midwest.","energy,environment,public-health,states",jack-reed,U.S. Senator,Rhode Island,democrat,1,0,2,1,0,a speech on the Senate floor,train,half-true
6977.json,true,Virginias educational level among whites is higher than Georgias.,"elections,voting-record",larry-sabato,national political expert,,none,0,0,0,1,0,article,train,true
12956.json,barely-true,Says Hillary Clinton wantsillegal immigrants collectingSocial Security benefits.,"economy,immigration,retirement,social-security",donald-trump,President-Elect,New York,republican,63,114,51,37,61,a campaign ad,train,barely-true
681.json,true,"Joe Biden ""voted against the first Gulf War. He opposed the surge. He wanted to partition Iraq.""",iraq,lindsey-graham,U.S. senator,South Carolina,republican,2,2,4,2,0,an interview on ABC News' <i> This Week </i>,train,true
13107.json,pants-fire,Our African-American communities are absolutely in the worst shape theyve ever been in before. Ever. Ever. Ever.,"diversity,economy,education,history,public-health",donald-trump,President-Elect,New York,republican,63,114,51,37,61,"a speech in Kenansville, N.C.",train,pants-fire
906.json,true,"Geithner still didn't correct the same type of error for some years, even after the Internal Revenue Service flagged him for the failure to pay the taxes in other years.",economy,competitive-enterprise-institute,,,none,0,0,0,0,0,a news release,train,true
5739.json,half-true,Together we added more jobs than any other area while I was Dane County executive.,"county-budget,county-government,economy,jobs,message-machine-2012",kathleen-falk,,,democrat,1,3,3,1,0,a television ad,train,half-true
3384.json,true,We ... sold the state airplanes as I had promised.,state-budget,rick-scott,Governor,Florida,republican,28,23,38,34,7,his State of the State speech.,train,true
779.json,true,"Senator McCain has been talking tough about earmarks, and that's good, but earmarks account for about $18-billion of our budget.",federal-budget,barack-obama,President,Illinois,democrat,70,71,160,163,9,"a debate in Nashville, Tenn.",train,true
970.json,pants-fire,"Under Obama's budget plan, families making over $250,000 are going to lose their mortgage deduction, their charitable deductions.",taxes,cynthia-lummis,U.S. Representative,,republican,0,0,0,1,1,a news conference.,train,pants-fire
12001.json,false,The wives of the 9/11 hijackers knew exactly what was happening and went back to Saudi Arabia two days before the attacks to watch their husbands on television flying the planes.,"history,terrorism",donald-trump,President-Elect,New York,republican,63,114,51,37,61,a GOP debate hosted by Fox,train,false
8616.json,mostly-true,The economy bled $24 billion due to the government shutdown.,"economy,federal-budget,health-care",doonesbury,,,none,0,0,2,4,0,a Doonesbury strip in the Sunday comics,train,mostly-true
6615.json,true,The GOP platform that seeks further limits on abortion and is silent on an exception for rape has been there for more than 30 years.,abortion,bob-mcdonnell,Governor,Virginia,republican,6,5,7,6,3,a TV interview.,train,true
12764.json,mostly-true,Says Debbie Wasserman Schultz has voted for huge subsidies for the sugar industry ... as well as for delays in cleanups.,environment,tim-canova,Nova Southeastern University law professor,Florida,democrat,0,0,1,2,0,a post on Medium,train,mostly-true
3575.json,true,On federal stimulus money for expanding rail service.,"federal-budget,state-budget,stimulus,transportation",scott-walker,Milwaukee County Executive,Wisconsin,republican,26,41,32,40,11,an announcement of an application for federal stimulus money for rail,test,true
8097.json,mostly-true,The minimum wage is lower right now than it was when Ronald Reagan took office.,"economy,history,workers",barack-obama,President,Illinois,democrat,70,71,160,163,9,"a speech in Galesburg, Ill.",train,mostly-true
1720.json,false,"The vast majority of the money I got was from small donors all across the country.''	campaign-finance	barack-obama	President	Illinois	democrat	70	71	160	163	9	an interview with CNBC's John Harwood 
5802.json	true	The Democrat-controlled Senate, it hasnt passed a budget in more than 1,000 days.	deficit,federal-budget,job-accomplishments	john-boehner	Speaker of the House of Representatives	Ohio	republican	13	22	11	4	2	a video address
6153.json	half-true	The median income in America has dropped by 10 percent in the last four years.	economy,income,jobs	mitt-romney	Former governor	Massachusetts	republican	34	32	58	33	19	a speech
6515.json	barely-true	Says U.S. Senate hopeful Tammy Baldwin voted for a $1 trillion stimulus bill that included a wasteful $800,000 to replace light bulbs.	energy,federal-budget,stimulus	crossroads-gps	Conservative advocacy group		republican	9	1	4	1	2	a television ad
385.json	true	Says Clinton did not read the National Intelligence Estimate before voting for the Iraq war.	iraq	barack-obama	President	Illinois	democrat	70	71	160	163	9	a speech in Westerville, Ohio
10932.json	barely-true	Thanks to the Act 10 collective bargaining law that took effect four years ago, ACT scores in Wisconsin are now second-best in the country for states where more than half the kids take the exam.	education,government-regulation,job-accomplishments,labor,unions	scott-walker	Milwaukee County Executive	Wisconsin	republican	26	41	32	40	11	a speech
5076.json	mostly-true	Our income, our GDP per capita, is almost 50 percent higher than (it is for) the average European.	economy	mitt-romney	Former governor	Massachusetts	republican	34	32	58	33	19	an editorial board meeting with an Iowa newspaper
12189.json	half-true	Says Rick Scott cut Medicaid so people cant get Obamacare.	health-care,medicaid	rick-scotts-starbucks-heckler	Activist, stay-at-home mom	Florida	activist	0	0	2	0	0	a confrontation with Rick Scott at Starbucks
945.json	half-true	The stimulus bill includes $8 billion for high-speed rail projects, such as a 'magnetic levitation' line from Las Vegas to Disneyland.""","stimulus,transportation",bobby-jindal,Governor of Louisiana,Louisiana,republican,0,1,4,4,0,the Republican response to Obama's speech to Congress,train,false
4922.json,mostly-true,More Hispanics have been elected statewide (in Texas) on the Republican ticket than on the Democratic ticket.,"history,redistricting",republican-party-texas,,Texas,republican,3,1,1,3,1,an email blast.,train,mostly-true
1782.json,false,"On Sandra Day O'Connor: ""I think one reason she was a good judge is she had no judicial experience"" before she joined the Supreme Court.","job-accomplishments,kagan-nomination,supreme-court",harry-reid,Senate Democratic Leader,Nevada,democrat,4,5,3,7,3,a speech on the Senate floor,train,false
1736.json,mostly-true,What the Arizona law does is make a state crime out of something that already is... a federal crime.,immigration,george-will,Columnist,Maryland,columnist,7,6,3,5,1,a panel discussion on ABC This Week,train,mostly-true
9719.json,half-true,"In the do-nothing Senate, there are 352 House bills sitting on Harry Reids desk awaiting action, including 55 introduced by Democrats.","congress,congressional-rules",lynn-jenkins,U.S. House of Representatives,Kansas,republican,0,0,1,0,0,a press conference,train,half-true
645.json,half-true,"Joe Biden brought Republicans and Democrats together to pass the 1994 crime bill, putting 100,000 cops on the streets and starting an eight-year drop in crime across the country.",crime,barack-obama,President,Illinois,democrat,70,71,160,163,9,,train,half-true
12290.json,mostly-true,"Over the past two years, Florida has cut more than $1 billion in taxes.",taxes,rick-scott,Governor,Florida,republican,28,23,38,34,7,a press release,train,mostly-true
6047.json,false,Homosexual behavior cuts your lifeby about 20 years.,"gays-and-lesbians,health-care,sexuality",bob-marshall,State delegate,Virginia,republican,0,2,0,0,1,an interview.,train,false
9207.json,pants-fire,Dan Patrick changed his name from Danny Goeb to hide from his debts.,"bankruptcy,candidates-biography",david-dewhurst,Lieutenant governor,Texas,republican,8,8,10,5,5,a video ad,train,pants-fire
2530.json,false,"Arkansas Democratic congressional candidate Chad Causey was a Washington, D.C. bureaucrat.","candidates-biography,message-machine",national-republican-congressional-committee,,,republican,18,9,8,5,8,a campaign commercial,train,false
6627.json,mostly-true,Seven presidents before (Barack Obama) -- Republicans and Democrats -- tried to expand health care to all Americans.,"health-care,history",julian-castro,"Mayor, San Antonio",Texas,democrat,0,0,3,3,0,"a keynote speech to the Democratic National Convention in Charlotte, N.C.",train,mostly-true
460.json,barely-true,"Rev. Wright said ""that al-Qaida and the American flag were the same flags.""",patriotism,john-mccain,U.S. senator,Arizona,republican,31,39,31,37,8,"Coral Gables, Fla.",train,barely-true
1132.json,barely-true,AARP is endorsing the health care reform bill.,health-care,barack-obama,President,Illinois,democrat,70,71,160,163,9,a town hall on health care,train,barely-true
13084.json,true,Says thatRepublican Darryl Glennhas described Democrats as evil and has said hes tired of hearing about Republicans reaching across the aisle.,bipartisanship,michael-bennet,,Colorado,democrat,0,0,1,0,0,a Senate candidates debate,valid,true
6038.json,pants-fire,The new Hartsfield-Jackson international terminal was on time and on budget.,transportation,kasim-reed,,,democrat,1,0,5,7,1,press conference,train,pants-fire
728.json,pants-fire,Obama ad contends that John McCain endorses Rush Limbaugh's comments about immigration.,immigration,barack-obama,President,Illinois,democrat,70,71,160,163,9,a video ad.,train,pants-fire
7374.json,false,On his definition of takers and makers,"federal-budget,medicare,social-security,welfare",paul-ryan,U.S. Representative,Wisconsin,republican,19,6,16,14,2,interviews,train,false
7452.json,mostly-true,Theres going to be a slowdown and delays in flights as a result of the sequester.,"federal-budget,transportation",raymond-lahood,"Secretary, U.S. Department of Transportation",Illinois,republican,0,1,1,1,0,an interview on MSNBC,train,mostly-true
2868.json,false,Wisconsins projected state budget shortfall is now as low as $1.5 billion,state-budget,jim-doyle,Lawyer,Wisconsin,democrat,1,1,1,1,0,a statutorially required report on the state budget deficit,test,false
11502.json,false,"Under Barack Obama and the big government economy, the median wage for women has dropped $733.","economy,jobs,women",ted-cruz,Senator,Texas,republican,36,33,15,19,8,"a Republican presidential debate in Boulder, Colo.",train,false
5008.json,barely-true,"In a watershed 1958 decision, the Warren court asserted by itself that the Supreme Court was supreme over the president and the Congress.","history,legal-issues",newt-gingrich,"Co-host on CNN's ""Crossfire""",Georgia,republican,16,15,20,10,11,"an interview on CBS' ""Face the Nation""",valid,barely-true
445.json,true,"Hillary Clinton has taken over $800,000 from lobbyists.",ethics,barack-obama,President,Illinois,democrat,70,71,160,163,9,an online ad.,train,true
9144.json,pants-fire,Says Michelle Obama waved red communist flags on her trip to China.,"foreign-policy,pop-culture",chain-email,,,none,11,43,8,5,105,a chain email,train,pants-fire
5116.json,pants-fire,"Mitt Romney, Rick Perry, and Newt Gingrich all say they would cut foreign aid to Israel and every other country to zero.","federal-budget,foreign-policy,israel,message-machine-2012",barack-obama,President,Illinois,democrat,70,71,160,163,9,a page on the Obama campaign website,train,pants-fire
3499.json,pants-fire,"Says the Patient Protection and Affordable Care Act adopted last year contains a series of slush funds, set up to stay on the books automatically, with little or no oversight.",health-care,john-boehner,Speaker of the House of Representatives,Ohio,republican,13,22,11,4,2,video,train,pants-fire
13083.json,true,Texas has lost the most law enforcement officers in the line of duty of any state in America.,"crime,criminal-justice,history",charley-wilkison,"executive director, Combined Law Enforcement Associations of Texas (CLEAT)",Texas,none,0,0,0,0,0,an interview with Laura Rice for the Texas Standard,train,true
1340.json,pants-fire,"A data-storing microchip ""would be implanted in the majority of people who opt to become covered by the public health care option.""","health-care,privacy",chain-email,,,none,11,43,8,5,105,a widely circulated e-mail,train,pants-fire
3994.json,pants-fire,"Phil Puckett voted no on sending the EPA a message that theyve gone too far not once, but twice.","energy,environment,government-regulation",republican-party-virginia,,Virginia,republican,2,0,0,0,1,a blog post.,train,pants-fire
4088.json,true,There are actually half a million fewer government employees now than there were when (President Barack) Obama took office.,"economy,government-efficiency,jobs,pundits,workers",paul-krugman,New York Times columnist,,none,0,2,3,4,0,"a ""New York Times"" column",train,true
4911.json,barely-true,Some billionaires have a tax rate as low as 1 percent.,taxes,barack-obama,President,Illinois,democrat,70,71,160,163,9,"a speech in Osawatomie, Kan.",train,barely-true
12331.json,barely-true,"Seven hundred thousand. Thats how many California jobs will be lost thanks to the politicians raising the minimum wage.Now Florida is adding one million jobs, not losing them.","jobs,labor,states",enterprise-florida,The public-private economic development agency ,Florida,organization,1,0,0,0,0,Enterprise Florida radio ads in California,test,barely-true
3021.json,true,State governments have little ability to stimulate job growth in the short run.,economy,david-wyss,,,none,0,0,0,0,0,a newspaper article,test,true
7911.json,pants-fire,The United States has never stood by and seen innocent people slaughtered to the extent thats happening in Syria.,"foreign-policy,history,military",saxby-chambliss,U.S. Senator,Georgia,republican,1,1,3,4,1,"an interview on CNN's ""The Situation Room""",train,pants-fire
3821.json,true,"If you look at the benefits and wages of recorded federal employees, they far outstrip the market rates of the private sector.","federal-budget,jobs",eric-cantor,House Majority Leader,Virginia,republican,9,6,4,4,4,a Town Hall conversation.,train,true
2995.json,pants-fire,Unemployment and the housing and auto industry crises can be fixed by giving a million dollars to every worker over age 50 to retire.,"deficit,economy,housing,jobs,stimulus",chain-email,,,none,11,43,8,5,105,a message via the Internet,train,pants-fire
7214.json,barely-true,"Hurricane Sandy, the most destructive Atlantic storm ever.","climate-change,environment,weather",environment-new-jersey,,New Jersey,none,1,0,0,0,0,an online post about global warming,train,barely-true
1468.json,false,"Vice President Joe Biden's meeting ""with the transparency and accountability board . . . was closed to the public.""","economy,stimulus,transparency",sarah-palin,,Alaska,republican,9,19,9,6,6,a speech to members of the Tea Party,train,false
11968.json,mostly-true,Our community (Tampa Bay) is one of the 10 most threatened by the sea level rise in the world.,"climate-change,transportation",sierra-club,,,none,2,1,0,1,0,a letter from Tampa Bay Group chairman Kent Bailey to Hillsborough County commissioners,train,mostly-true
2950.json,mostly-true,The Bush-era tax cuts failed to increase employment and work-force participation fell in 2001 and has never returned to the record level set in 2000.,"jobs,taxes",jim-moran,U. S. Congressman,Virginia,democrat,2,1,1,6,1,a news release.,train,mostly-true
11956.json,mostly-true,Says Donald Trump wants to keep big government in charge of federally-owned land.,environment,ted-cruz,Senator,Texas,republican,36,33,15,19,8,a campaign ad,train,mostly-true
4794.json,mostly-true,41 cents out of every dollar (the U.S. spends) is borrowed from places like China.,"economy,federal-budget,message-machine-2012",public-notice,,,none,0,0,0,1,0,a political ad,train,mostly-true
8515.json,barely-true,Says Alex Sink supported a $5.2 billion increase in Floridas debt.,"debt,economy,state-finances",republican-party-florida,,,republican,10,6,6,6,4,a YouTube attack ad,train,barely-true
4538.json,mostly-true,Says David Dewhurst skipped nine candidate forums after announcing his U.S. Senate candidacy.,candidates-biography,ted-cruz,Senator,Texas,republican,36,33,15,19,8,a campaign video.,train,mostly-true
10913.json,mostly-true,"In the last seven years of my tenure, Texas created 1.5 million new jobs. As a matter of fact, without Texas, America would have lost 400,000 jobs.","corrections-and-updates,economy,jobs,states",rick-perry,Governor,Texas,republican,30,30,42,23,18,his speech declaring his candidacy for president,train,mostly-true
2554.json,barely-true,Harry Reid voted to use taxpayer dollars to pay for Viagra for convicted child molesters and sex offenders.,"crime,federal-budget,health-care,message-machine",sharron-angle,Republican nominee for Nevada U.S. Senate seat,Nevada,republican,3,1,1,0,0,a campaign commercial,train,barely-true
7491.json,half-true,Says the Georgia Dome would need up to $350 million in work over the next five to seven years.,"infrastructure,sports,taxes",kasim-reed,,,democrat,1,0,5,7,1,news story,train,half-true
5018.json,pants-fire,No federal official at any level is currently allowed to say Merry Christmas.,religion,newt-gingrich,"Co-host on CNN's ""Crossfire""",Georgia,republican,16,15,20,10,11,"a campaign event in Davenport, Iowa",train,pants-fire
11665.json,mostly-true,"In France, they have a (surveillance) program a thousandfold more invasive than the United States.","homeland-security,terrorism",rand-paul,Candidate for U.S. Senate and physician,Kentucky,republican,7,8,10,12,3,an interview on NBC's 'Meet the Press',train,mostly-true
631.json,pants-fire,"Barack Obama ""rejects everyone white, including his mother and his grandparents.""",candidates-biography,jerome-corsi,author,New Jersey,constitution-party,0,2,0,0,1,his book <i>The Obama Nation</i>. ,test,pants-fire
6318.json,barely-true,This year in Congress (Connie Mack IV) has missed almost half of his votes.,candidates-biography,dave-weldon,,Florida,republican,2,0,0,0,1,a robocall,train,barely-true
11576.json,half-true,"The United States is the only major country on earth that doesnt guarantee health care to all people as a right, not a privilege.",health-care,bernie-s,U.S. Senator,Vermont,independent,18,12,22,41,0,"a Democratic presidential debate in Des Moines, Iowa",train,half-true
9812.json,half-true,Weve seen highway fatalities actually decrease in Colorado since marijuana use was legalized.,marijuana,anthony-johnson,,Oregon,activist,0,0,1,0,0,a political debate,train,half-true
5408.json,half-true,Says private-sector job growth in 2011 places New Jersey in the top third among all of the states.,jobs,chris-christie,Governor of New Jersey,New Jersey,republican,10,17,27,19,8,his budget speech,train,half-true
8392.json,barely-true,Amanda Murphy has two vacation homes around the world.,candidates-biography,citizens-fairness,,Florida,none,1,0,0,0,0,in a campaign mailer,train,barely-true
1659.json,pants-fire,The number of uninsured people in Massachusetts is about the same as it was when the mandates were passed in 2006.,"health-care,states",rick-perry,Governor,Texas,republican,30,30,42,23,18,a column,train,pants-fire
9212.json,barely-true,Typical minimum wage earners in America are teenagers living with their parents in middle class families.,"jobs,workers",wisconsin-manufacturers-and-commerce,,Wisconsin,organization,3,0,2,2,0,an opinion piece,train,barely-true
13255.json,barely-true,"Just like Hillary Clinton, Russ Feingold had a run-in with corruption and scandal by using a personal slush fund -- a.k.a. the Feingold Foundation -- while plotting another run for U.S. Senate.","campaign-finance,ethics,foreign-policy",republican-party-wisconsin,,Wisconsin,republican,4,3,2,3,0,a web ad,train,barely-true
3.json,mostly-true,"New Mexico was 46th in teacher pay (when he was elected), now we're 29th.",education,bill-richardson,Governor,New Mexico,democrat,1,2,3,8,1,a TV ad.,test,mostly-true
8031.json,pants-fire,Private prison systems are calculating how many new beds (they will need) based on the ... number of third graders.,"crime,education",kathleen-ford,Attorney,Florida,democrat,0,1,0,1,1,a mayoral forum,valid,pants-fire
